ISIN,Company,BBG Ticker,Sector,Industry,Country,Region,MarketCap,SustainEx,NZAF,MSCI,ENERGY_CONSUMP_INTEN_USD,WATER_WD_INTEN_RECENT,CARBON_EMISSIONS_SCOPE_12_INTEN,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SUST_BIODIV_PROTECT_POL_VALUE,TARGET_SUMMARY_CUM_CHANGE_2030,SBTI_NET_ZERO_TARGET_STATUS,Average Employee Length of service,Microfinance Impact Investment,Supplier ESG training
IE00BY7QL619,Johnson Controls International Plc,IE00BY7QL619,Industrials,Ind. Goods & Services,United States,N America,51844.50,,,,0.08,119.28,29.30,0.00,1.00,0.00,1.97,0.00,,,1.00
CA76131D1033,Restaurant Brands International Inc.,CA76131D1033,Consumer Discretion,Travel & Leisure,Canada,N America,38300.01,,,,0.04,,10.00,0.00,1.00,0.00,-67.51,0.00,,,0.00
CNE100001V45,"Spring Airlines Co., Ltd.",CNE100001V45,Consumer Discretion,Travel & Leisure,China,Em APAC,7917.65,,,,7.69,,1103.30,0.00,0.00,0.00,,0.00,,,0.00
US22822V1017,Crown Castle Inc.,US22822V1017,Real Estate,Real Estate,United States,N America,48154.38,,,,0.03,,12.85,0.00,0.00,0.00,,0.00,,,1.00
TW0008464009,"Nien Made Enterprise Co., Ltd.",TW0008464009,Consumer Discretion,Consumer Prod & Svs,Taiwan,Em APAC,4578.44,,,,0.18,842.93,123.00,0.00,0.00,0.00,,0.00,5.61,,0.00
US74736K1016,"Qorvo, Inc.",US74736K1016,Technology,Technology,United States,N America,9659.73,,,,0.12,609.91,62.80,0.00,0.00,0.00,,0.00,,,1.00
CNE100001V60,Shanghai M&G Stationery Inc,CNE100001V60,Consumer Staples,Drug & Grocery Stores,China,Em APAC,4167.53,,,,0.03,173.18,11.76,0.00,0.00,0.00,,0.00,,,1.00
CNE100001WW1,"Wanda Film Holding Co., Ltd.",CNE100001WW1,Consumer Discretion,Media,China,Em APAC,3250.43,,,,0.04,,21.57,0.00,0.00,0.00,,0.00,,,0.00
CNE100001Y83,Mango Excellent Media Co Ltd,CNE100001Y83,Consumer Discretion,Media,China,Em APAC,6263.16,,,,0.01,30.08,5.21,0.00,0.00,0.00,,0.00,,,0.00
CNE100001YF2,"Kunlun Tech Co., Ltd.",CNE100001YF2,Consumer Discretion,Consumer Prod & Svs,China,Em APAC,6038.17,,,,0.03,,3.41,0.00,0.00,0.00,,0.00,,,0.00
FR0014000MR3,Eurofins Scientific Se,FR0014000MR3,Health Care,Health Care,France,W Europe,11772.22,,,,0.10,208.44,24.47,1.00,0.00,1.00,-8.18,0.00,,,1.00
US46284V1017,Iron Mountain Incorporated,US46284V1017,Real Estate,Real Estate,United States,N America,35300.01,,,,0.37,254.37,72.70,0.00,1.00,0.00,-73.73,1.00,,,0.00
IE00BTN1Y115,Medtronic Public Limited Company,IE00BTN1Y115,Health Care,Health Care,United States,N America,114603.40,,,,0.03,65.65,8.20,1.00,0.00,0.00,7.24,1.00,,,1.00
CNE100001XQ1,Suzhou Tfc Optical Communication Co Ltd,CNE100001XQ1,Telecommunications,Telecommunications,China,Em APAC,7912.55,,,,0.23,866.81,114.73,0.00,0.00,0.00,,0.00,,,
CNE100001TS5,"Yifeng Pharmacy Chain Co., Ltd.",CNE100001TS5,Consumer Staples,Drug & Grocery Stores,China,Em APAC,3980.37,,,,0.05,,12.50,0.00,0.00,0.00,,0.00,,,0.00
ES0105046009,"Aena Sme, S.A.",ES0105046009,Industrials,Ind. Goods & Services,Spain,W Europe,32651.45,,,,0.30,1442.65,44.20,0.00,1.00,1.00,-39.14,1.00,,,0.00
US98954M2008,"Zillow Group, Inc.",US98954M2008,Real Estate,Real Estate,United States,N America,14406.38,,,,0.02,,3.90,1.00,0.00,0.00,8.02,0.00,,,1.00
US3802371076,Godaddy Inc.,US3802371076,Technology,Technology,United States,N America,22996.87,,,,0.03,,9.62,0.00,0.00,0.00,6.29,0.00,,,0.00
CNE1000023J3,"Ningbo Tuopu Group Co., Ltd.",CNE1000023J3,Consumer Discretion,Automobiles & Parts,China,Em APAC,10633.49,,,,0.28,3.52,65.00,0.00,0.00,0.00,,0.00,,,0.00
CNE100001YW7,"Lens Technology Co.,Ltd.",CNE100001YW7,Technology,Technology,China,Em APAC,14158.92,,,,0.01,,105.60,0.00,0.00,0.00,,0.00,,,0.00
CNE1000023M7,Zhejiang Dingli Machinery Co Ltd,CNE1000023M7,Industrials,Ind. Goods & Services,China,Em APAC,3764.51,,,,0.07,,28.20,0.00,0.00,0.00,,0.00,,,0.00
CA36168Q1046,Gfl Environmental Inc.,CA36168Q1046,Utilities,Utilities,Canada,N America,15901.30,,,,0.70,,836.30,0.00,0.00,0.00,-12.08,0.00,5.40,,0.00
KYG217651051,Ck Hutchison Holdings Limited,KYG217651051,Industrials,Ind. Goods & Services,Hong Kong,Em APAC,21560.54,,,,0.70,18413.81,327.70,0.00,0.00,0.00,-34.06,0.00,,,1.00
SE0012673267,Evolution Ab (Publ),SE0012673267,Consumer Discretion,Travel & Leisure,Sweden,W Europe,19849.24,,,,0.00,,3.13,0.00,0.00,0.00,,0.00,,,0.00
GB00BVYVFW23,Auto Trader Group Plc,GB00BVYVFW23,Technology,Technology,United Kingdom,W Europe,10174.14,,,,0.00,,1.09,0.00,1.00,0.00,-90.03,1.00,,,0.00
MYL5285OO001,Sd Guthrie Berhad,MYL5285OO001,Consumer Staples,"Food, Bev. and Tobacc",Malaysia,Em APAC,7435.96,,,,2.01,7163.97,2220.60,0.00,1.00,0.00,-43.55,1.00,,,1.00
CNE100001Z58,Range Intelligent Computing Technology Group Co Ltd,CNE100001Z58,Industrials,Ind. Goods & Services,China,Em APAC,7294.34,,,,0.62,,195.92,0.00,0.00,0.00,,0.00,,,0.00
CA82509L1076,Shopify Inc.,CA82509L1076,Technology,Technology,Canada,N America,113909.94,,,,0.01,,0.34,0.00,0.00,0.00,,0.00,,,0.00
US29452E1010,"Equitable Holdings, Inc.",US29452E1010,Financials,Financial Services,United States,N America,14040.61,,,,0.01,,0.73,0.00,0.00,0.00,,0.00,,,0.00
KYG2177B1014,Ck Asset Holdings Limited,KYG2177B1014,Real Estate,Real Estate,Hong Kong,Em APAC,15355.81,,,,0.21,1432.65,62.47,1.00,0.00,0.00,,1.00,,,1.00
AU000000S320,South32 Limited,AU000000S320,Basic Materials,Basic Resources,Australia,APAC,10997.13,,,,6.58,9083.88,2847.99,0.00,0.00,0.00,-29.36,0.00,,,1.00
ID1000134406,Pt Merdeka Copper Gold Tbk,ID1000134406,Basic Materials,Basic Resources,Indonesia,Em APAC,3990.46,,,,4.89,745.95,943.36,0.00,0.00,0.00,3.41,0.00,,,0.00
CNE100001ZY0,"Juneyao Airlines Co., Ltd.",CNE100001ZY0,Consumer Discretion,Travel & Leisure,China,Em APAC,3762.63,,,,3.08,,1070.10,0.00,0.00,0.00,,0.00,,,0.00
CNE1000023N5,"Zhejiang Weiming Environment Protection Co., Ltd.",CNE1000023N5,Utilities,Utilities,China,Em APAC,5171.65,,,,0.02,16882.45,469.90,0.00,0.00,0.00,,0.00,,,0.00
CNE1000022H9,Anhui Yingjia Distillery Co Ltd,CNE1000022H9,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,7119.36,,,,0.18,,48.35,0.00,0.00,0.00,,0.00,,,0.00
IT0005090300,Infrastrutture Wireless Italiane S.P.A.,IT0005090300,Telecommunications,Telecommunications,Italy,W Europe,11275.55,,,,0.91,,192.12,0.00,1.00,0.00,-57.45,1.00,,,0.00
CNE1000020V4,Victory Giant Technology Huizhou Co Ltd,CNE1000020V4,Technology,Technology,China,Em APAC,4950.11,,,,,,,0.00,0.00,0.00,,0.00,,,
CA33767E2024,Firstservice Corporation,CA33767E2024,Real Estate,Real Estate,Canada,N America,8369.48,,,,0.21,,5.90,0.00,0.00,0.00,,0.00,,,0.00
CNE1000022P2,"Jchx Mining Management Co.,Ltd.",CNE1000022P2,Basic Materials,Basic Resources,China,Em APAC,3848.34,,,,,,92.64,0.00,0.00,0.00,,0.00,,,
CNE1000022S6,Anhui Kouzi Distillery Co Ltd,CNE1000022S6,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,3635.53,,,,0.61,1598.73,42.30,0.00,0.00,0.00,,0.00,,,0.00
US70450Y1038,"Paypal Holdings, Inc.",US70450Y1038,Industrials,Ind. Goods & Services,United States,N America,82308.00,,,,0.01,10.88,0.39,0.00,1.00,0.00,-44.30,0.00,,,1.00
HK0000311099,China Resources Pharmaceutical Group Limited,HK0000311099,Health Care,Health Care,Hong Kong,Em APAC,4817.89,,,,0.31,2427.97,23.80,0.00,0.00,0.00,,0.00,,,1.00
CNE100003HV0,"Flat Glass Group Co., Ltd.",CNE100003HV0,Industrials,Ind. Goods & Services,China,Em APAC,5766.54,,,,6.08,3986.08,1691.80,0.00,0.00,0.00,,0.00,,,0.00
MX01SI0C0002,Operadora De Sites Mexicanos S.A.B. De C.V.,MX01SI0C0002,Telecommunications,Telecommunications,Mexico,Lat Am,2977.44,,,,,,70.42,0.00,0.00,0.00,,0.00,,,0.00
US90353T1007,"Uber Technologies, Inc.",US90353T1007,Consumer Discretion,Consumer Prod & Svs,United States,N America,181394.90,,,,0.01,25.17,4.00,0.00,1.00,0.00,-52.26,1.00,,,0.00
INE192R01011,Avenue Supermarts Limited,INE192R01011,Consumer Staples,Drug & Grocery Stores,India,Em APAC,35394.36,,,,0.05,140.66,29.10,0.00,0.00,0.00,,0.00,,,0.00
INE214T01019,Ltimindtree Limited,INE214T01019,Technology,Technology,India,Em APAC,22578.44,,,,0.01,78.37,4.54,1.00,0.00,0.00,-18.33,0.00,,,0.00
US0130911037,"Albertsons Companies, Inc.",US0130911037,Consumer Staples,Drug & Grocery Stores,United States,N America,10638.68,,,,0.11,,53.10,0.00,1.00,0.00,-3.67,0.00,,,0.00
JP3233250004,"Japan Post Insurance Co.,Ltd.",JP3233250004,Financials,Insurance,Japan,APAC,6710.64,,,,0.00,1.33,0.46,0.00,0.00,0.00,-28.73,0.00,18.30,,0.00
US74624M1027,"Pure Storage, Inc.",US74624M1027,Technology,Technology,United States,N America,18769.00,,,,0.00,,0.86,1.00,0.00,0.00,-8.38,0.00,,,1.00
DE0006062144,Covestro Ag,DE0006062144,Basic Materials,Chemicals,Germany,W Europe,12046.47,,,,0.82,13915.52,316.72,0.00,0.00,0.00,-2.98,0.00,,,1.00
DE000A12DM80,Scout24 Se,DE000A12DM80,Technology,Technology,Germany,W Europe,6406.35,,,,0.01,,1.56,0.00,0.00,0.00,-48.65,0.00,5.40,,0.00
US42824C1099,Hewlett Packard Enterprise Company,US42824C1099,Technology,Technology,United States,N America,26843.48,,,,0.02,43.80,5.40,0.00,1.00,0.00,-44.55,1.00,,,1.00
US02079K3059,Alphabet Inc.,US02079K3059,Technology,Technology,United States,N America,2016633.00,,,,0.08,,9.10,1.00,0.00,0.00,-100.00,0.00,,,1.00
CA4488112083,Hydro One Limited,CA4488112083,Utilities,Utilities,Canada,N America,19146.61,,,,0.01,,54.40,0.00,0.00,0.00,,0.00,,,1.00
INE092T01019,Idfc First Bank Limited,INE092T01019,Financials,Banks,India,Em APAC,6298.06,,,,0.01,,7.60,0.00,0.00,0.00,,0.00,,,0.00
CNE100005XT6,Beigene Ltd,CNE100005XT6,Health Care,Health Care,China,Em APAC,25827.70,,,,0.07,519.39,40.40,0.00,0.00,0.00,,0.00,,,1.00
INE795G01014,Hdfc Life Insurance Company Limited,INE795G01014,Financials,Insurance,India,Em APAC,18526.14,,,,0.00,,1.30,0.00,0.00,0.00,,0.00,,,0.00
IE00BFY8C754,Steris Public Limited Company,IE00BFY8C754,Health Care,Health Care,United States,N America,22376.15,,,,0.04,,27.60,0.00,0.00,0.00,,0.00,,,1.00
GB00BNGDN821,Melrose Industries Plc,GB00BNGDN821,Industrials,Ind. Goods & Services,United Kingdom,W Europe,7227.73,,,,0.13,297.66,85.50,0.00,0.00,1.00,-29.48,0.00,,,0.00
CNE100004QL0,China Energy Engineering Corporation Limited,CNE100004QL0,Industrials,Construction & Mats,China,Em APAC,15020.48,,,,0.37,,123.80,0.00,0.00,0.00,,0.00,,,0.00
KR7241560002,Doosan Bobcat Inc.,KR7241560002,Industrials,Ind. Goods & Services,South Korea,APAC,2997.44,,,,0.10,66.06,20.32,0.00,0.00,0.00,7.71,0.00,,,1.00
KYG3825B1059,Genscript Biotech Corp,KYG3825B1059,Health Care,Health Care,Hong Kong,Em APAC,3506.04,,,,0.30,1558.69,115.63,1.00,0.00,0.00,,1.00,,,1.00
CNE100002FC6,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",CNE100002FC6,Real Estate,Real Estate,China,Em APAC,13629.21,,,,0.02,186.37,10.50,0.00,0.00,0.00,,0.00,,,1.00
NL0011585146,Ferrari N.V.,NL0011585146,Consumer Discretion,Automobiles & Parts,Italy,W Europe,85775.13,,,,0.09,135.70,15.40,1.00,0.00,0.00,6.15,0.00,,,0.00
SE0021628898,Volvo Car Ab,SE0021628898,Consumer Discretion,Automobiles & Parts,Sweden,W Europe,6663.73,,,,0.04,62.36,3.57,0.00,1.00,0.00,-46.28,1.00,,,1.00
AU0000219529,The Lottery Corporation Limited,AU0000219529,Consumer Discretion,Travel & Leisure,Australia,APAC,7537.41,,,,0.10,,57.54,0.00,0.00,0.00,-6.65,0.00,,,0.00
JP3305990008,"Concordia Financial Group, Ltd.",JP3305990008,Financials,Banks,Japan,APAC,6109.32,,,,0.02,28.00,8.13,0.00,0.00,0.00,8.89,0.00,16.50,,1.00
CNE100002615,Eoptolink Technology Inc Ltd,CNE100002615,Telecommunications,Telecommunications,China,Em APAC,14441.16,,,,0.05,,22.92,0.00,0.00,0.00,,0.00,,,0.00
NL0010801007,Imcd N.V.,NL0010801007,Basic Materials,Chemicals,Netherlands,W Europe,9535.99,,,,0.01,11.27,2.52,0.00,0.00,0.00,,0.00,,,0.00
SE0012853455,Eqt Ab,SE0012853455,Financials,Financial Services,Sweden,W Europe,39459.35,,,,0.00,,0.60,0.00,1.00,0.00,-31.05,0.00,,,0.00
AU000000WTC3,Wisetech Global Limited,AU000000WTC3,Technology,Technology,Australia,APAC,29933.45,,,,0.02,,7.90,0.00,0.00,0.00,,0.00,,,0.00
AU000000APA1,Apa Group,AU000000APA1,Energy,Energy,Australia,APAC,6682.72,,,,7.24,,788.56,0.00,0.00,0.00,-2.63,0.00,,,0.00
CH0311864901,Vat Group Ag,CH0311864901,Industrials,Ind. Goods & Services,Switzerland,W Europe,14311.44,,,,0.04,102.58,36.60,0.00,0.00,0.00,,0.00,,,0.00
CL0002266774,Enel Chile S.A.,CL0002266774,Utilities,Utilities,Chile,Lat Am,3715.39,,,,3.37,1122.43,834.97,0.00,0.00,1.00,-33.40,0.00,,,1.00
KYG9830F1063,Yadea Group Holdings Ltd,KYG9830F1063,Consumer Discretion,Consumer Prod & Svs,Hong Kong,Em APAC,5318.70,,,,0.02,135.43,35.13,0.00,0.00,0.00,,0.00,,,0.00
CZ0008040318,"Moneta Money Bank, A.S.",CZ0008040318,Financials,Banks,Czech Republic,Em Europe,2442.10,,,,0.02,22.07,12.10,0.00,0.00,0.00,6.42,0.00,11.40,15.96,0.00
GB00BDCPN049,Coca-Cola Europacific Partners Plc,GB00BDCPN049,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,35934.38,,,,0.12,1293.05,32.40,0.00,1.00,0.00,-89.85,1.00,,,0.00
US34959J1088,Fortive Corporation,US34959J1088,Industrials,Ind. Goods & Services,United States,N America,27333.65,,,,0.03,61.81,9.88,0.00,0.00,0.00,8.03,0.00,,,0.00
CA94106B1013,"Waste Connections, Inc.",CA94106B1013,Utilities,Utilities,Canada,N America,46765.63,,,,0.50,,674.27,1.00,0.00,0.00,,0.00,,,0.00
CNE100002GM3,"Shandong Linglong Tyre Co., Ltd.",CNE100002GM3,Consumer Discretion,Automobiles & Parts,China,Em APAC,3953.35,,,,0.65,573.25,493.40,0.00,0.00,1.00,,0.00,,,1.00
US88339J1051,"The Trade Desk, Inc.",US88339J1051,Consumer Discretion,Media,United States,N America,58154.39,,,,0.01,,3.60,0.00,0.00,0.00,,0.00,,,0.00
US0090661010,"Airbnb, Inc.",US0090661010,Consumer Discretion,Travel & Leisure,United States,N America,86150.75,,,,0.32,,0.80,0.00,1.00,0.00,-100.00,0.00,,,0.00
US90138F1021,Twilio Inc.,US90138F1021,Technology,Technology,United States,N America,11286.96,,,,0.02,36.98,1.80,0.00,1.00,0.00,3.76,0.00,,,1.00
KR7247540008,"Ecopro Bm Co.,Ltd.",KR7247540008,Industrials,Ind. Goods & Services,South Korea,APAC,13110.24,,,,0.06,,39.30,0.00,0.00,0.00,,0.00,,,
CNE1000030S9,Gigadevice Semiconductor Inc,CNE1000030S9,Technology,Technology,China,Em APAC,7914.79,,,,0.01,21.35,4.00,0.00,0.00,0.00,7.83,0.00,,,1.00
CNE100002GC4,"Autobio Diagnostics Co., Ltd.",CNE100002GC4,Health Care,Health Care,China,Em APAC,3629.00,,,,0.07,,61.91,0.00,0.00,0.00,,0.00,,,0.00
CNE100002BR3,"Yunnan Energy New Material Co., Ltd.",CNE100002BR3,Industrials,Ind. Goods & Services,China,Em APAC,4599.05,,,,1.29,3399.99,726.79,0.00,0.00,1.00,,0.00,4.60,,0.00
CNE100002G84,Shenzhen Goodix Technology Co Ltd,CNE100002G84,Technology,Technology,China,Em APAC,4822.64,,,,0.64,,7.30,0.00,0.00,0.00,,0.00,,,0.00
US46266C1053,Iqvia Holdings Inc,US46266C1053,Health Care,Health Care,United States,N America,41794.09,,,,0.01,,3.12,0.00,1.00,0.00,-28.01,1.00,,,1.00
US92840M1027,Vistra Corp.,US92840M1027,Utilities,Utilities,United States,N America,43044.78,,,,26.54,864458.56,7804.01,1.00,0.00,1.00,-22.67,0.00,,,0.00
KYG9897K1058,Zto Express (Cayman) Inc.,KYG9897K1058,Industrials,Ind. Goods & Services,China,Em APAC,21060.71,,,,1.10,1003.86,330.62,0.00,0.00,0.00,,0.00,,,0.00
US98850P1093,"Yum China Holdings, Inc.",US98850P1093,Consumer Discretion,Travel & Leisure,United States,N America,18256.28,,,,0.32,2331.77,199.10,0.00,1.00,0.00,-53.18,1.00,,,1.00
DE0006452907,Nemetschek Se,DE0006452907,Technology,Technology,Germany,W Europe,12482.33,,,,0.02,,4.61,0.00,0.00,0.00,,0.00,,,1.00
US8962391004,Trimble Inc.,US8962391004,Industrials,Ind. Goods & Services,United States,N America,15387.52,,,,0.01,,5.70,0.00,1.00,0.00,7.23,0.00,,,0.00
US5132721045,"Lamb Weston Holdings, Inc.",US5132721045,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,10174.35,,,,0.77,,223.73,0.00,0.00,0.00,4.74,0.00,,,0.00
CNE100002BZ6,Asymchem Laboratories Tianjin Co Ltd,CNE100002BZ6,Health Care,Health Care,China,Em APAC,3643.32,,,,0.53,1188.53,172.56,1.00,0.00,0.00,,0.00,6.85,,1.00
INE027H01010,Max Healthcare Institute Limited,INE027H01010,Health Care,Health Care,India,Em APAC,10867.24,,,,0.11,1641.55,73.56,0.00,0.00,0.00,-15.80,0.00,,,0.00
INE634S01028,Mankind Pharma Limited,INE634S01028,Health Care,Health Care,India,Em APAC,13308.17,,,,,277.83,40.95,0.00,0.00,0.00,,0.00,,,
CNE100002V10,"Hoshine Silicon Industry Co., Ltd.",CNE100002V10,Basic Materials,Chemicals,China,Em APAC,9078.68,,,,0.37,,348.06,0.00,0.00,0.00,,0.00,,,0.00
NL0012059018,Exor N.V.,NL0012059018,Financials,Financial Services,Italy,W Europe,23471.08,,,,0.05,,20.70,0.00,0.00,0.00,-100.00,0.00,,,0.00
PLDINPL00011,Dino Polska Spolka Akcyjna,PLDINPL00011,Consumer Staples,Drug & Grocery Stores,Poland,Em Europe,8743.15,,,,0.06,94.53,54.12,0.00,0.00,0.00,,0.00,,,0.00
INE765G01017,Icici Lombard General Insurance Company Limited,INE765G01017,Financials,Insurance,India,Em APAC,12165.57,,,,0.00,,3.37,0.00,0.00,0.00,,0.00,,,1.00
SE0009922164,Essity Aktiebolag (Publ),SE0009922164,Consumer Staples,Drug & Grocery Stores,Sweden,W Europe,21103.05,,,,0.88,6643.37,176.70,0.00,1.00,1.00,-29.68,1.00,,,0.00
IT0005218380,Banco Bpm Societa Per Azioni,IT0005218380,Financials,Banks,Italy,W Europe,10221.25,,,,0.01,88.40,3.89,0.00,0.00,0.00,-32.20,0.00,22.00,,0.00
US78410G1040,Sba Communications Corporation,US78410G1040,Real Estate,Real Estate,United States,N America,25095.88,,,,0.04,,12.20,1.00,0.00,1.00,,0.00,5.40,,1.00
CNE100002YQ7,"Anjoy Foods Group Co., Ltd.",CNE100002YQ7,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,3940.65,,,,0.43,2457.35,80.90,0.00,0.00,0.00,,0.00,,,0.00
US46187W1071,Invitation Homes Inc.,US46187W1071,Real Estate,Real Estate,United States,N America,20675.04,,,,0.13,,2.80,0.00,0.00,0.00,,0.00,,,0.00
US90384S3031,"Ulta Beauty, Inc.",US90384S3031,Consumer Discretion,Retailers,United States,N America,17459.78,,,,0.04,,20.90,0.00,1.00,0.00,-2.45,0.00,,,1.00
ID1000191109,Pt Amman Mineral Internasional Tbk.,ID1000191109,Basic Materials,Basic Resources,Indonesia,Em APAC,42596.15,,,,2.90,82885.87,1073.92,0.00,0.00,0.00,,0.00,,,1.00
US83304A1060,Snap Inc.,US83304A1060,Technology,Technology,United States,N America,18470.12,,,,0.00,,1.40,0.00,1.00,0.00,-40.58,0.00,,,0.00
CNE100002PC5,Yealink Network Technology Co Ltd,CNE100002PC5,Telecommunications,Telecommunications,China,Em APAC,7385.89,,,,0.01,120.39,15.80,0.00,0.00,0.00,,0.00,,,1.00
CNE100002RB3,Oppein Home Group Inc.,CNE100002RB3,Industrials,Construction & Mats,China,Em APAC,4783.97,,,,0.12,,39.10,0.00,0.00,0.00,,0.00,,,0.00
US6792951054,"Okta, Inc.",US6792951054,Technology,Technology,United States,N America,13137.12,,,,0.00,,0.96,0.00,1.00,0.00,5.57,0.00,,,0.00
KR7267250009,"Hd Hyundai Co.,Ltd.",KR7267250009,Energy,Energy,South Korea,APAC,4571.59,,,,0.18,,396.70,0.00,0.00,0.00,,0.00,,,1.00
KR7267260008,"Hd Hyundai Electric Co., Ltd.",KR7267260008,Industrials,Ind. Goods & Services,South Korea,APAC,8227.13,,,,0.12,,19.93,0.00,0.00,0.00,,0.00,4.30,,1.00
CNE100002XM8,"Will Semiconductor Co., Ltd. Shanghai",CNE100002XM8,Technology,Technology,China,Em APAC,19238.22,,,,0.03,,9.27,0.00,0.00,0.00,,0.00,,,1.00
KR7251270005,Netmarble Corporation,KR7251270005,Consumer Discretion,Consumer Prod & Svs,South Korea,APAC,3783.36,,,,0.02,,1.75,0.00,0.00,0.00,,0.00,,,0.00
CNE100002TX3,"Shanghai Putailai New Energy Technology Co., Ltd.",CNE100002TX3,Basic Materials,Basic Resources,China,Em APAC,4112.88,,,,0.91,1201.78,82.80,0.00,0.00,0.00,,0.00,,,1.00
CNE100002NT4,Sg Micro Corp,CNE100002NT4,Technology,Technology,China,Em APAC,6036.64,,,,0.02,27.51,4.06,0.00,0.00,0.00,,0.00,,,0.00
INE935N01020,Dixon Technologies (India) Limited,INE935N01020,Consumer Discretion,Consumer Prod & Svs,India,Em APAC,10778.44,,,,0.02,,20.85,0.00,0.00,0.00,,0.00,,,0.00
KYG970081173,Wuxi Biologics (Cayman) Inc.,KYG970081173,Health Care,Health Care,Hong Kong,Em APAC,9633.09,,,,0.16,959.76,77.30,1.00,0.00,0.00,-0.88,1.00,,,0.00
US05722G1004,Baker Hughes Company,US05722G1004,Energy,Energy,United States,N America,37452.07,,,,0.11,117.01,26.90,0.00,0.00,0.00,6.29,0.00,,,1.00
IE00BD1RP616,Bank Of Ireland Group Public Limited Company,IE00BD1RP616,Financials,Banks,Ireland,W Europe,10118.53,,,,0.00,,2.40,0.00,1.00,0.00,-100.00,0.00,,,1.00
US05352A1007,"Avantor, Inc.",US05352A1007,Health Care,Health Care,United States,N America,16826.04,,,,0.03,434.75,7.70,1.00,0.00,0.00,8.06,0.00,,,0.00
MYL8869OO009,Press Metal Aluminium Holdings Berhad,MYL8869OO009,Basic Materials,Basic Resources,Malaysia,Em APAC,9378.34,,,,5.14,932.00,906.68,0.00,0.00,0.00,,0.00,,,1.00
BRCRFBACNOR2,Atacadao S.A.,BRCRFBACNOR2,Consumer Staples,Drug & Grocery Stores,Brazil,Lat Am,2748.36,,,,,626.04,9.96,0.00,0.00,0.00,8.01,0.00,,,0.00
CNE1000034T9,Weihai Guangwei Composites Co Ltd,CNE1000034T9,Basic Materials,Chemicals,China,Em APAC,3640.95,,,,6.45,,88.17,0.00,0.00,0.00,,0.00,,,0.00
US26614N1028,"Dupont De Nemours, Inc.",US26614N1028,Industrials,Ind. Goods & Services,United States,N America,36125.84,,,,0.39,6586.74,187.10,0.00,1.00,0.00,5.20,0.00,,,0.00
ZAE000259479,Pepkor Holdings Limited,ZAE000259479,Consumer Discretion,Retailers,South Africa,ROW,5039.79,,,,0.00,171.60,63.21,0.00,0.00,0.00,,0.00,,,1.00
US77543R1023,"Roku, Inc.",US77543R1023,Telecommunications,Telecommunications,United States,N America,11339.25,,,,0.02,,27.80,0.00,0.00,0.00,,0.00,,,0.00
KR7271560005,Orion Corp.,KR7271560005,Consumer Staples,"Food, Bev. and Tobacc",South Korea,APAC,2900.23,,,,0.07,,29.80,0.00,0.00,0.00,,0.00,,,1.00
INE364U01010,Adani Green Energy Limited,INE364U01010,Utilities,Utilities,India,Em APAC,33768.32,,,,0.40,472.12,34.38,0.00,0.00,1.00,,0.00,,,1.00
US60937P1066,"Mongodb, Inc.",US60937P1066,Technology,Technology,United States,N America,23813.17,,,,0.00,,1.20,0.00,0.00,0.00,,0.00,,,0.00
US81141R1005,Sea Limited,US81141R1005,Technology,Technology,Singapore,Em APAC,56827.60,,,,0.01,,21.25,0.00,0.00,0.00,,0.00,,,0.00
US9256521090,Vici Properties Inc.,US9256521090,Real Estate,Real Estate,United States,N America,34085.47,,,,0.00,698.87,1.00,0.00,0.00,0.00,,0.00,3.20,,0.00
KYG2121R1039,China Literature Ltd,KYG2121R1039,Technology,Technology,Hong Kong,Em APAC,3819.11,,,,0.00,4678.56,1.84,0.00,0.00,0.00,7.93,0.00,,,1.00
INE974X01010,Tube Investments Of India Limited,INE974X01010,Basic Materials,Basic Resources,India,Em APAC,9721.91,,,,0.19,345.21,59.80,0.00,0.00,0.00,,0.00,,,0.00
TW0006669005,Wiwynn Corporation,TW0006669005,Technology,Technology,Taiwan,Em APAC,10939.61,,,,0.01,20.22,14.90,0.00,1.00,0.00,-2.52,0.00,2.63,,1.00
KYG9593A1040,Wharf Real Estate Investment Company Limited,KYG9593A1040,Real Estate,Real Estate,Hong Kong,Em APAC,10235.59,,,,0.15,541.48,89.50,0.00,0.00,0.00,,0.00,,,1.00
TH8319010Z06,Gulf Energy Development Public Company Limited,TH8319010Z06,Utilities,Utilities,Thailand,Em APAC,22783.63,,,,11.82,8915.29,3372.36,0.00,0.00,0.00,-29.27,0.00,,,1.00
AEA006101017,Abu Dhabi National Oil Company For Distribution Pjsc,AEA006101017,Energy,Energy,United Arab Emirates,ROW,12387.59,,,,0.05,232.42,18.09,0.00,0.00,0.00,-28.57,0.00,,,0.00
CNE1000033C7,Huizhou Desay Sv Automotive Co Ltd,CNE1000033C7,Consumer Discretion,Automobiles & Parts,China,Em APAC,9089.72,,,,0.04,162.16,20.73,0.00,0.00,0.00,,0.00,,,1.00
